sample,timestamp,sensor_id,q0,q1,q2,q3
0,311884925,1,0.999430069592412,-0.033652637588077,0.002646891467361,0.000173041705073
1,391885625,1,0.999413319001688,-0.034180210671970,0.002161500346009,0.000242727635940
2,471886025,1,0.999401614261641,-0.034541768094922,0.001783123286761,0.000316448173217
3,551887550,1,0.999390654710017,-0.034872621476858,0.001437499894607,0.000391335748720
4,631886825,1,0.999378418356045,-0.035232800961985,0.001099417164598,0.000466843058692
5,711887525,1,0.999365032101238,-0.035618094895934,0.000767522145061,0.000542990822440
6,791887925,1,0.999352516204876,-0.035971540194314,0.000460538826241,0.000620125004514
7,871888325,1,0.999341810623586,-0.036269029041717,0.000174623784534,0.000687443436235
8,1071890350,1,0.999331590275556,-0.036548523024329,-0.000073947492489,0.000756752163867
9,1151889725,1,0.999321848102353,-0.036811249812280,-0.000303019041654,0.000827026006982
10,1231890125,1,0.999313367020118,-0.037036354171560,-0.000520581928267,0.000912117892666
11,1311890825,1,0.999306028280869,-0.037227804615654,-0.000726847007044,0.001011977490790
12,1391891225,1,0.999298905038856,-0.037411342353306,-0.000923539914922,0.001112171521025
13,1471891600,1,0.999291301828535,-0.037606839702554,-0.001070981711938,0.001213546699452
14,1581892150,1,0.999283968457416,-0.037793414618840,-0.001216049251743,0.001315074014981
15,1661892575,1,0.999276941538349,-0.037969218705898,-0.001378275004359,0.001425797545209
16,1741892975,1,0.999270098799101,-0.038138584600795,-0.001535065837078,0.001536744467683
17,1821893375,1,0.999263583402593,-0.038299427861918,-0.001661134162243,0.001638701972165
18,1901893775,1,0.999257352738109,-0.038453134394387,-0.001761030199002,0.001731538827469
19,1981894175,1,0.999251207694058,-0.038603406209378,-0.001863509388099,0.001824358452080
20,2061894575,1,0.999245176520429,-0.038747643331986,-0.001995588397731,0.001927424141586
21,2141894975,1,0.999239179660832,-0.038889836046745,-0.002125843565270,0.002030584187154
22,2241895475,1,0.999232792612626,-0.039040865250757,-0.002259902174531,0.002128344475354
23,2321895875,1,0.999226064759717,-0.039199403729240,-0.002397205446605,0.002220733691417
24,2401896275,1,0.999219357651773,-0.039355699764378,-0.002540610419701,0.002312896177842
25,2481896675,1,0.999212467883110,-0.039513901171433,-0.002704710686232,0.002404200753572
26,2561897075,1,0.999205673922378,-0.039668493166035,-0.002864165698231,0.002495677486124
27,2641897775,1,0.999198803846391,-0.039822392590374,-0.003038313878949,0.002587680253156
28,2721898175,1,0.999191911411734,-0.039975123059772,-0.003214278706732,0.002679947409461
29,2801898575,1,0.999185136479423,-0.040123864599346,-0.003386376035833,0.002769654410439
30,2911899125,1,0.999179078673147,-0.040255423180354,-0.003541230561614,0.002851198443077
31,2991899525,1,0.999173001742024,-0.040386456696544,-0.003693976890757,0.002932787080933
32,3071899950,1,0.999166440624173,-0.040526723343378,-0.003854230273489,0.003025480865832
33,3151900325,1,0.999159885014768,-0.040665761364317,-0.004012061712769,0.003118235197847
34,3231900725,1,0.999153043383498,-0.040810369021852,-0.004175511270058,0.003205430302897
35,3311901125,1,0.999145951490846,-0.040959679751574,-0.004343641919479,0.003287100390168
36,3391901525,1,0.999138905395569,-0.041106836976310,-0.004508484582255,0.003368864128850
37,3491902025,1,0.999133921405362,-0.041203870271916,-0.004662242844180,0.003451327776477
38,3571902425,1,0.999128643465279,-0.041307080421642,-0.004815779302713,0.003533720982024
39,3651902825,1,0.999121882646432,-0.041448013156549,-0.004949498819071,0.003609471410714
40,3821905350,1,0.999115016449260,-0.041591220428876,-0.005080302534162,0.003680328109424
41,3901904075,1,0.999108913346717,-0.041715057400310,-0.005217389634426,0.003743274319809
42,3981904475,1,0.999102664954102,-0.041841435209035,-0.005354618378933,0.003806211144382
43,4061919900,1,0.999095858004464,-0.041984893718208,-0.005432762346843,0.003901321709109
44,4161906175,1,0.999089052348196,-0.042128388851026,-0.005496165922053,0.004007055147766
45,4241906575,1,0.999083383946513,-0.042241676889472,-0.005575446843553,0.004116679249654
46,4321906975,1,0.999078649938644,-0.042330077235093,-0.005667506673646,0.004230267858042
47,4401907375,1,0.999073714506083,-0.042422412905823,-0.005760448353026,0.004343857852006
48,4481907775,1,0.999068351589341,-0.042525211230832,-0.005852516965605,0.004447843016196
49,4561908175,1,0.999062872147201,-0.042629565876872,-0.005948064051079,0.004551718815836
50,4641908575,1,0.999056273457560,-0.042752086664336,-0.006096448982020,0.004653478349300
51,4721908975,1,0.999048662147088,-0.042890663490493,-0.006290258057659,0.004753346297761
52,4821909475,1,0.999041652506611,-0.043017947727801,-0.006457095435827,0.004851664526747
53,4901909875,1,0.999036217551343,-0.043117087179385,-0.006565305248947,0.004944651742886
