sample,timestamp_py,sensor_id_py,q0_py,q1_py,q2_py,q3_py,timestamp_c,sensor_id_c,q0_c,q1_c,q2_c,q3_c,quat_distance
108,9501933175,1,0.999571868075054,-0.024800370447644,0.011164218145097,0.010788068029808,9501933175,1,0.99308842420578,-0.098856300115585,-0.062757611274719,0.008017841726542,0.0054992184295048485
109,9581933575,1,0.99956277780188,-0.025374691232441,0.010579344173024,0.010883738085662,9581933575,1,0.992994546890259,-0.099427618086338,-0.063326112926006,0.008112660609186,0.005498319929871376
110,9661933975,1,0.999552553427502,-0.025975520591239,0.009971451033729,0.010978862912719,9661933975,1,0.992899119853973,-0.100004114210606,-0.063899911940098,0.008207666687667,0.005494554521728867
111,9741934375,1,0.999541112074762,-0.026602886962925,0.009339739272765,0.011073434331853,9741934375,1,0.992802083492279,-0.100585788488388,-0.064478993415833,0.008302859030664,0.00548790485758488
112,9821934775,1,0.99952851567986,-0.027248254054266,0.008693016624192,0.011167383569211,9821934775,1,0.992704451084137,-0.101167395710945,-0.065058030188084,0.008398045785725,0.005478724938183244
113,9921935275,1,0.999514682494868,-0.027919330440945,0.008020986089512,0.011250522079648,9921935275,1,0.992604374885559,-0.101758718490601,-0.065648764371872,0.008483035489917,0.005467447354196131
114,10001935650,1,0.999499656823878,-0.028602902558926,0.007339452936183,0.011333243346524,10001935650,1,0.992503583431244,-0.102349974215031,-0.066239446401596,0.008568019606173,0.005454560472810122
115,10081936075,1,0.999483553453258,-0.029287798701468,0.006673456799149,0.011415612030043,10081936075,1,0.992403507232666,-0.102933295071125,-0.066822089254856,0.008652709424496,0.00544148485796947
116,10161936475,1,0.999466414383494,-0.029977252239151,0.006004591286926,0.011497641108901,10161936475,1,0.992303133010864,-0.103513926267624,-0.067402020096779,0.008737296797335,0.005427545869891581
117,10241936875,1,0.999448200100546,-0.03067572966868,0.005311884418401,0.011579240432679,10241936875,1,0.992201626300812,-0.104097098112106,-0.067984573543072,0.008821973577142,0.005411590459592497
118,10321937550,1,0.999428731456789,-0.031383460330452,0.004615827731778,0.01166118736287,10321937550,1,0.992098033428192,-0.104688055813313,-0.068575069308281,0.008906933479011,0.005395912809892045
119,10401937975,1,0.999408287648425,-0.032090451551276,0.003921174843287,0.01174316340373,10401937975,1,0.99199378490448,-0.105278939008713,-0.069165520370007,0.008991886861622,0.005380358280878572
120,10481938375,1,0.999387360205498,-0.032783443241692,0.003239386539426,0.011817634515968,10481938375,1,0.991888821125031,-0.105869196355343,-0.069756761193275,0.009068908169866,0.005366888719786078
121,10581938875,1,0.999365679632549,-0.033470919650675,0.002563623143499,0.011889648720208,10581938875,1,0.991783201694489,-0.106459192931652,-0.070348232984543,0.009143281728029,0.0053542554480378035
122,10661939275,1,0.999343284869118,-0.03415151419058,0.001891681076174,0.011962215856481,10661939275,1,0.991675972938538,-0.107054345309734,-0.070944987237453,0.009217840619385,0.005343147175400853
123,10741939675,1,0.999320234525934,-0.034823966573663,0.001227974278035,0.012035460036107,10741939675,1,0.991567015647888,-0.10765465348959,-0.071547023952007,0.009292584843934,0.005334072691513092
124,10821940075,1,0.9992968399847,-0.035480349829467,0.00057970089663,0.012109265850675,10821940075,1,0.991457343101501,-0.108254879713058,-0.072149001061916,0.009367321617901,0.005327282508903908
125,10901940475,1,0.9992726456768,-0.036138441724135,-6.6023319039e-05,0.012173260564106,10901940475,1,0.991345107555389,-0.108864717185497,-0.072762742638588,0.009431875310838,0.005322129643013818
126,10981940875,1,0.999248380834471,-0.036775353094223,-0.000691519884538,0.012237998395645,10981940875,1,0.991232097148895,-0.10947447270155,-0.073376432061195,0.009496420621872,0.005320011062244556
127,11061941275,1,0.999224035252852,-0.037393479428152,-0.001295821141704,0.012303492058494,11061941275,1,0.991118311882019,-0.110084146261215,-0.073990061879158,0.009560959413648,0.005320820654993286
128,11141941675,1,0.999199842312039,-0.037988678208444,-0.001876872231129,0.012369834364282,11141941675,1,0.991003811359406,-0.110693730413914,-0.074603632092476,0.009625490754843,0.005324952242937497
129,11251942225,1,0.999176017716166,-0.038557249102531,-0.002438700927702,0.012436916832364,11251942225,1,0.99088853597641,-0.111303232610226,-0.07521715015173,0.009690014645457,0.00533244611671535
130,11331942625,1,0.999152640891738,-0.039099678600392,-0.002973301718596,0.01250499137554,11331942625,1,0.990772485733032,-0.111912652850151,-0.075830608606339,0.009754531085491,0.005343857993223122
131,11411943025,1,0.999129890723515,-0.039613632711433,-0.003480549018973,0.012574074309748,11411943025,1,0.990655720233917,-0.112521983683109,-0.076444007456303,0.009819040074944,0.005359321509765702
132,11491943425,1,0.999107656197288,-0.040104118095113,-0.003956399281924,0.012645075899187,11491943425,1,0.990536093711853,-0.113141678273678,-0.077068001031876,0.009883926250041,0.005380463024210691
133,11571943825,1,0.999086347443898,-0.040563073860678,-0.004402329228599,0.012717188665241,11571943825,1,0.990415751934052,-0.113761283457279,-0.077691942453384,0.009948804043233,0.005406090278842646
134,11651944225,1,0.999065982261711,-0.040991734077527,-0.00482176062856,0.012790287299372,11651944225,1,0.990294575691223,-0.114380799233913,-0.078315816819668,0.010013673454523,0.005436011820292408
135,11731944600,1,0.999046883623129,-0.041385158477881,-0.005204976977385,0.012864726788408,11731944600,1,0.990172684192657,-0.115000218153,-0.078939631581306,0.010078536346555,0.005471226773815063
136,11811944475,1,0.999029133650081,-0.041743228049122,-0.00555313644143,0.012940467768593,11811944475,1,0.990049958229065,-0.115619547665119,-0.0795633867383,0.010143389925361,0.005511828262303453
137,11981946600,1,0.999013286891927,-0.042058673344808,-0.005859619019561,0.013007131690296,11981946600,1,0.98992657661438,-0.116237945854664,-0.080188304185867,0.010197688825428,0.005558867525979561
138,12061960950,1,0.998999125458582,-0.042335643415577,-0.006110978680096,0.013080388723131,12061960950,1,0.989804446697235,-0.116846241056919,-0.080801889300346,0.01025686878711,0.005611520124966907
139,12141946675,1,0.998987158012728,-0.042563043515405,-0.006313473345189,0.013159996454342,12141946675,1,0.989683628082275,-0.117444440722466,-0.081404134631157,0.010320928879082,0.005670205987613586
140,12221947075,1,0.998976929185045,-0.042753169226252,-0.006475666568143,0.013241118518747,12221947075,1,0.989562034606934,-0.118042550981045,-0.082006320357323,0.010384982451797,0.0057351099016950124
141,12301947450,1,0.998969598849521,-0.042876294219935,-0.006580292047822,0.01334405204422,12301947450,1,0.989443838596344,-0.118621468544006,-0.082584626972675,0.01046934351325,0.005806502058336216
142,12381947875,1,0.998964067956902,-0.042962509733105,-0.006644650317375,0.013448505886929,12381947875,1,0.989324927330017,-0.119200296700001,-0.083162881433964,0.010553697124124,0.0058842824316603926
143,12491948425,1,0.99896070488742,-0.043002437919108,-0.006677273409738,0.013554130132715,12491948425,1,0.989205360412598,-0.119779042899609,-0.083741076290607,0.010638044215739,0.00596857352984026
144,12571948825,1,0.998959226214451,-0.043003838781525,-0.00667124233251,0.013661212860436,12571948825,1,0.989085078239441,-0.12035771459341,-0.084319211542606,0.010722382925451,0.006059497178177886
