py_sample,py_timestamp,py_sensor_id,py_q0,py_q1,py_q2,py_q3,mat_sample,mat_timestamp,mat_sensor_id,mat_q0,mat_q1,mat_q2,mat_q3,distance
828,71512244125,1,0.974203154745114,-0.160857269854156,-0.137705902598895,0.078039966742427,826,71512244125,1,0.031266399151649,0.013002104338376,-0.027329628437586,0.999052775871389,0.8899021617605508
829,71682247550,1,0.974184877535238,-0.160881562943844,-0.137760048296941,0.07812244350776,827,71682247550,1,0.077528055670982,0.011256999584433,-0.028456957764338,0.996520387196886,0.844513544738702
830,71762245375,1,0.974165481508376,-0.160906142682278,-0.137822366208265,0.078203729178472,828,71762245375,1,0.124913046038579,0.00956792171685,-0.029733070405821,0.991675920009973,0.7982029225368549
831,71842245775,1,0.974147667500321,-0.160918360689716,-0.137887299993069,0.078285985956874,829,71842245775,1,0.170772010196731,0.0080290887628,-0.030985059618165,0.98479052612597,0.7535671288844221
832,71922246175,1,0.9741358637774,-0.160918161298548,-0.137913293905314,0.078387420107697,830,71922246175,1,0.219069523945556,0.006533943010078,-0.03252300117126,0.975145171583094,0.7067234817091121
833,72002246575,1,0.974124053019524,-0.160916264979437,-0.137941806621906,0.078487852434427,831,72002246575,1,0.316458798627269,0.003778333744692,-0.037555629559807,0.947855014046909,0.6127622719595085
834,72082245675,1,0.974114898073466,-0.160908718360074,-0.137952595996387,0.078597906873515,832,72082245675,1,0.27040196924409,0.00528381336946,-0.029134031137717,0.962292089011887,0.6577943657036982
835,72172247425,1,0.974105432034723,-0.160898757501816,-0.137968007439721,0.078708487712136,833,72172247425,1,0.332100538350152,0.002830504082576,-0.032256113289107,0.942688052236612,0.5983066235473606
836,72252247825,1,0.974099393369499,-0.160879288604756,-0.137966471413901,0.078825624645789,834,72252247825,1,0.369558126077688,0.001428219584483,-0.032725986947213,0.928630045506335,0.5625284921791496
837,72332248225,1,0.974095626011955,-0.160851796800016,-0.137955955881807,0.078946596426458,835,72332248225,1,0.407314605998261,2.9145109246e-05,-0.033086520935441,0.912688387689595,0.526623187501004
838,72412248625,1,0.974092302498739,-0.160823039926325,-0.13794352738139,0.079067814533736,836,72412248625,1,0.446936660243999,-0.001417064551918,-0.033428493352186,0.893939678887898,0.4891214419001134
839,72492249025,1,0.974081092322746,-0.160824040655654,-0.137955179148432,0.079183470955989,837,72492249025,1,0.493430338055555,-0.003114248968198,-0.033828639660724,0.869121640553524,0.44537108699225547
840,72572249425,1,0.974072125767277,-0.160813342313266,-0.137966995577785,0.079294835068206,838,72572249425,1,0.548983114305989,-0.005164961943199,-0.034092103756186,0.835121902381024,0.3934958174053018
841,72652249825,1,0.974064803764159,-0.160792033853576,-0.137980944878644,0.079403644548074,839,72652249825,1,0.615827214168634,-0.007716700918294,-0.034119603002197,0.787104279944665,0.33169679791478734
842,72762250375,1,0.974055038903472,-0.160784524859783,-0.137994242315986,0.079515450322597,840,72762250375,1,0.695461364499481,-0.010925466858508,-0.033719599849194,0.717688730055345,0.25910525435468856
843,72842250775,1,0.974045284403018,-0.1607802160317,-0.138002438763353,0.079629347356432,841,72842250775,1,0.797747117294649,-0.015394842560815,-0.032223829602005,0.601933684450693,0.16810444262431157
844,72922251175,1,0.974032953759357,-0.160778919284946,-0.138026673284838,0.079740714608711,842,72922251175,1,0.923422912915053,-0.021753025359493,-0.027632802000537,0.382169279305372,0.0627697094888251
845,73002251575,1,0.974020662505878,-0.160778517122752,-0.138049106288047,0.079852750087213,843,73002251575,1,0.985359144442511,-0.029524032203305,-0.010537698314731,-0.167584739460992,0.04742038569067608
846,73082251975,1,0.974007090266026,-0.160778786226768,-0.138080921032867,0.079962674152837,844,73082251975,1,0.993422975076181,-0.027237837190415,-0.020378467765147,0.109332570021573,0.016463309970535356
847,73162252375,1,0.973994742025696,-0.160778295683425,-0.138103673975349,0.080074698737744,845,73162252375,1,0.987342035550256,-0.027319632838316,-0.022408421224461,0.154619549718926,0.018465845624867416
848,73242252775,1,0.973982086133916,-0.16077932406108,-0.138128041149935,0.08018446914939,846,73242252775,1,0.986464331069028,-0.028418930845154,-0.0233961177743,0.159790830685756,0.018587833584713054
849,73322253175,1,0.973967193706331,-0.160786773345955,-0.138165460869676,0.080285892431243,847,73322253175,1,0.994335295074179,-0.031063445036344,-0.022737814157,0.099072575214242,0.01545974126833427
850,73432253725,1,0.973952429505041,-0.160794025244097,-0.138202012448069,0.080387500659816,848,73432253725,1,0.996304573419949,-0.035486599504409,-0.018876632635187,-0.075905012867816,0.027433732667687227
851,73512254125,1,0.973937535222931,-0.160798603583185,-0.138243502706032,0.080487393603893,849,73512254125,1,0.878926634256116,-0.039541729691742,-0.006688601788017,-0.475268014718351,0.1749505333017114
852,73592254525,1,0.973922789237843,-0.160805577619779,-0.138280081074287,0.080588994209121,850,73592254525,1,0.996261157701563,-0.034531760927183,-0.023287392464781,0.075689896912335,0.014845699537851531
853,73672254925,1,0.973906930211238,-0.160815202855027,-0.138321389704599,0.080690488704722,851,73672254925,1,0.99342750685148,-0.033507486924844,-0.025116448585941,0.106527935121559,0.015035619889375629
854,73752255325,1,0.973889062335997,-0.160830722079261,-0.138369923702637,0.080791938411587,852,73752255325,1,0.44468887303147,-0.00090008287853,-0.03162890461194,0.895126029364503,0.4900821532798678
855,73832255725,1,0.973871319576572,-0.160845828873232,-0.138417933652872,0.080893435355029,853,73832255725,1,0.529275019286984,-0.004274108492147,-0.033297732866022,0.847785908671136,0.4106774480483226
856,73912256125,1,0.973856285490864,-0.160858555974381,-0.138454506259103,0.080986479589631,854,73912256125,1,0.573766468111327,-0.005398134226133,-0.033395318298905,0.818320018656299,0.36946899275418377
857,74022256675,1,0.973842550833513,-0.160862946501497,-0.138492800925269,0.081077387234713,855,74022256675,1,0.693514942489739,-0.009677646101933,-0.032348984252396,0.719650547784978,0.2602413771248422
858,74102257075,1,0.973824837095493,-0.16087802586047,-0.138546211269821,0.081168927515111,856,74102257075,1,0.908462640353154,-0.019693788587879,-0.026299855951823,0.416672657310923,0.07468360130315088
859,74182257475,1,0.973804649385245,-0.160902527096032,-0.138605741258573,0.081260876810142,857,74182257475,1,0.998401640828224,-0.028895007379996,-0.013899024944222,-0.046540941606503,0.02495803356706694
860,74362260050,1,0.97378545207222,-0.160918551202561,-0.138672988440705,0.081344425059715,858,74362260050,1,0.300800931258835,-0.022238165157356,0.025472696675896,-0.953087302133603,0.7845666094473085
861,74442258775,1,0.973766218198817,-0.160943338356915,-0.138727901561658,0.081431956022215,859,74442258775,1,0.977410097520996,-0.026176965654256,-0.022059091258197,0.208560936481395,0.023974321019080924
862,74522259175,1,0.973755175845163,-0.160937548947533,-0.138752983722615,0.081532645986674,860,74522259175,1,0.992947509682413,-0.028628337654429,-0.019567362534798,0.113370100211961,0.01654645443029812
863,74622259675,1,0.973743597369682,-0.160934066454906,-0.138778908688854,0.081633616476119,861,74622259675,1,0.134946069961822,0.01076740953836,-0.030902340306813,0.99031240851423,0.7851985949747649
864,74702260075,1,0.973735645659158,-0.160915601261314,-0.138784813114632,0.08175473865281,862,74702260075,1,0.441442335154418,0.002036551034412,-0.031723315160171,0.896726350939096,0.49276523276133344
865,74782260475,1,0.973725548923753,-0.160905243591358,-0.138796042805519,0.081876226460864,863,74782260475,1,0.919201633425744,-0.017913981842575,-0.022879360358573,0.392713612231064,0.06673795797985038
866,74862260875,1,0.973712220803132,-0.160905920866227,-0.138820114535186,0.081992508738672,864,74862260875,1,0.935564746471676,-0.030133183174175,-0.001070335107912,-0.351865671548018,0.11288233052764207
867,74942261275,1,0.973700226422062,-0.160901845676373,-0.138843198403349,0.082103784204448,865,74942261275,1,0.99855999908429,-0.026265929524326,-0.013132675363321,-0.044895011001298,0.02533833390081386
868,75022261675,1,0.973687642938874,-0.160899760297473,-0.138868017011859,0.082215053217465,866,75022261675,1,0.386134788987159,-0.03005461222944,0.036288715284128,-0.921238174502451,0.6999685350249374
869,75102262050,1,0.973677513771839,-0.160900579128318,-0.138869044332166,0.082331593799305,867,75102262050,1,0.599439331843251,-0.002402574015761,-0.042471558795218,0.799288985142995,0.3442481053290354
870,75182262450,1,0.973668055991876,-0.160889512086755,-0.138882265926193,0.082442694356099,868,75182262450,1,0.991481816718873,-0.0503982008329,-0.016685968267757,0.118934464860346,0.014394622204899399
871,75292263025,1,0.973657148848962,-0.160878672552299,-0.138906276806686,0.082552137930072,869,75292263025,1,0.998425430972018,-0.055113049585172,-0.0103182934378,-0.001656313464637,0.017712883777061927
872,75372263425,1,0.973644391734126,-0.16087931716664,-0.138927944833218,0.082664804464157,870,75372263425,1,0.978520031016922,-0.060930082040676,0.000449601842665,-0.196941290387114,0.053809645128023775
873,75452263825,1,0.973632137770774,-0.160877227699301,-0.138949481358308,0.0827769263621,871,75452263825,1,0.695291711749593,-0.061473022915105,0.030975634479621,-0.715423659864967,0.3766766547660996
874,75532264225,1,0.973619636798296,-0.16087556580359,-0.138972284023069,0.082888837858553,872,75532264225,1,0.90082632542296,-0.065190520613732,0.013136270479512,-0.429056599815184,0.1498398187808947
875,75612264625,1,0.973607192095612,-0.160873724071864,-0.138994770616512,0.08300080809373,873,75612264625,1,0.429536385573853,-0.000325300017572,-0.059320612566918,0.901099024842849,0.49871075134227705
876,75692265025,1,0.973595349541287,-0.160871108323577,-0.13901842878649,0.083105104031337,874,75692265025,1,0.113788939903065,-0.026136508143541,0.055036671366085,-0.991634975635057,0.9750720476385986
877,75772265425,1,0.973583786934009,-0.160867714821059,-0.139042546857055,0.083206720347502,875,75772265425,1,0.298853455880446,-0.040509869671867,0.044312177226064,-0.952408522282833,0.7879324580722459
878,75882265975,1,0.97357254646234,-0.160860162424551,-0.139069946093748,0.083306992582044,876,75882265975,1,0.763941155795056,-0.028102130476299,-0.063097788501783,0.64157840505381,0.18950437685613564
879,75962266375,1,0.973557865102897,-0.160865836600308,-0.139105091043041,0.083408869774623,877,75962266375,1,0.03443719096385,-0.021765079481382,0.051433865269446,-0.997845137632655,0.9466440081833066
880,76042266775,1,0.97354344166792,-0.160869984577442,-0.139140317287373,0.083510402661006,878,76042266775,1,0.975107767633854,-0.057030589384279,-0.022963703697712,-0.21303760627431,0.05611139712923563
881,76122267175,1,0.973524980207823,-0.160894192262376,-0.139177805388945,0.083616447513116,879,76122267175,1,0.325576524956215,-0.037131505427758,0.02589453694403,-0.94443139012771,0.7596428189983698
882,76202267575,1,0.973507408967549,-0.160907910059753,-0.139223628843626,0.083718279587575,880,76202267575,1,0.206566752486123,-0.005902334034287,-0.026089837901048,0.978066797094443,0.7124416122914593
883,76282267975,1,0.973489679652741,-0.160919078157928,-0.139277794030418,0.08381282708766,881,76282267975,1,0.324579706271832,-0.010055053050098,-0.038102421738357,0.94503709749529,0.5978939037612708
884,76362268350,1,0.973472811368399,-0.160933406147082,-0.139323448935285,0.083905309064329,882,76362268350,1,0.656750663411937,-0.126505710837304,0.153350113170802,-0.727432893141375,0.422712838762374
885,76442268775,1,0.973455878994977,-0.160946679985972,-0.139371142418843,0.083997038712543,883,76442268775,1,0.150831914017092,-0.016857996755836,0.063945443547646,-0.98634503187719,0.9422207592971586
886,76552269325,1,0.973443186986439,-0.160947616803868,-0.139409316773221,0.08407894356891,884,76552269325,1,0.177091616524204,-0.017836446008858,0.064188555662628,-0.981936988748546,0.9162493462995233
887,76632269725,1,0.973427333806692,-0.160958790363809,-0.139457994718276,0.084160330986582,885,76632269725,1,0.281581624484803,-0.016198149758726,0.058611402434021,-0.957608538078901,0.8120599956088763
888,76712270125,1,0.973406977662762,-0.160975215482746,-0.139534809387133,0.084237003787095,886,76712270125,1,0.723745382897776,-0.027742918912296,0.03097503018625,-0.688813108679951,0.35338091926334314
889,76792270525,1,0.973388677823227,-0.160993047599446,-0.139592553688199,0.084318678031623,887,76792270525,1,0.626165177896338,-0.035241544355414,-0.002423716980107,-0.778889805516475,0.45016088765143525
890,76872270925,1,0.973369422242299,-0.161014093103282,-0.139653283353691,0.084400178402388,888,76872270925,1,0.438401113452343,-0.020354248863143,0.031174729380616,-0.898007964622257,0.6501421263035645
891,77042273450,1,0.973350702747236,-0.161031465926243,-0.139715060099736,0.084480639346739,889,77042273450,1,0.566951942996973,-0.026257089600991,0.023976181293911,-0.822983111800117,0.5168046832974647
892,77142272275,1,0.973331097272835,-0.161057423731202,-0.139771173033824,0.084564179955084,890,77142272275,1,0.234520712939535,-0.014412701137072,0.040001880351609,-0.97118080644986,0.857130642853063
893,77222272675,1,0.973312307878039,-0.161075691377304,-0.139832074309767,0.084644928818425,891,77222272675,1,0.362818819573403,-0.02065497048726,0.0332747880413,-0.931036339161012,0.7269973510174957
894,77302273075,1,0.973303908347554,-0.161060851070239,-0.139844908919402,0.084748484925869,892,77302273075,1,0.309965187148698,-0.020294190648249,0.034051401001321,-0.94992117076716,0.7803073673720349
895,77382273475,1,0.97329810430642,-0.161038316975989,-0.139843725786524,0.084859843136869,893,77382273475,1,0.105865874324023,-0.016631693519707,0.034462452366599,-0.993643871214006,0.9834224260606302
896,77462273875,1,0.973293013944909,-0.161015885789734,-0.139834537440435,0.084975853442037,894,77462273875,1,0.621743322296214,-0.032284344891785,0.030572631733242,-0.781957976136748,0.46038593174708775
897,77542274275,1,0.97328333738562,-0.16100334752092,-0.139842177299629,0.085097783183035,895,77542274275,1,0.639247976294798,-0.03577513927056,0.030829843586103,-0.767549141721645,0.4416987219316487
898,77622274675,1,0.973273983939016,-0.160990400190691,-0.139847624719271,0.085220215291305,896,77622274675,1,0.652352869945409,-0.042149630256482,0.034419479602717,-0.755959285389834,0.42753273301019645
899,77702275075,1,0.973261994541745,-0.160984198075306,-0.139868990870239,0.085333717507307,897,77702275075,1,0.704553817251436,0.423759315254759,-0.310846134865662,0.476871724649645,0.29833212786504615
900,77812275625,1,0.973250317587082,-0.160979097725672,-0.139887552984804,0.085446017648553,898,77812275625,1,0.189146283711041,-0.191402783822492,0.018759612302832,-0.96293132395283,0.8700043550266912
