sample_idx,timestamp,sensor_id,sensor_data,q0,q1,q2,q3
1174,8471928025,1,[-58;-58;4],0.9941498637199402,-0.0920917838811874,-0.0559643656015396,0.0072869057767093
1186,8551928425,1,[-58;-58;4],0.9940577149391174,-0.0927038863301277,-0.0565791800618172,0.0073515879921615
1198,8651928925,1,[-58;-58;4],0.9939647912979126,-0.0933159217238426,-0.0571939498186111,0.0074162641540170
1210,8731929325,1,[-58;-58;4],0.9938710927963257,-0.0939278826117516,-0.0578086785972118,0.0074809347279370
1222,8811929725,1,[-58;-58;4],0.9937766194343567,-0.0945397764444351,-0.0584233589470387,0.0075455997139215
1234,8891930125,1,[-59;-59;4],0.9936797618865967,-0.0951620936393738,-0.0590486638247967,0.0076106432825327
1246,8971930525,1,[-59;-59;4],0.9935821294784546,-0.0957843437790871,-0.0596739239990711,0.0076756812632084
1258,9051930925,1,[-60;-60;3],0.9934828877449036,-0.0964114442467690,-0.0603049769997597,0.0077356128022075
1270,9231933100,1,[-59;-59;4],0.9933825135231018,-0.0970409438014030,-0.0609389059245586,0.0077929883264005
1282,9341932375,1,[-59;-59;4],0.9932824969291687,-0.0976629629731178,-0.0615640096366405,0.0078580062836409
1294,9421932775,1,[-59;-59;4],0.9931816458702087,-0.0982849150896072,-0.0621890649199486,0.0079230181872845
1306,9501933175,1,[-54;-54;7],0.9930884242057800,-0.0988563001155853,-0.0627576112747192,0.0080178417265415
1318,9581933575,1,[-54;-54;7],0.9929945468902588,-0.0994276180863380,-0.0633261129260063,0.0081126606091857
1330,9661933975,1,[-55;-55;7],0.9928991198539734,-0.1000041142106056,-0.0638999119400978,0.0082076666876674
1342,9741934375,1,[-55;-55;7],0.9928020834922791,-0.1005857884883881,-0.0644789934158325,0.0083028590306640
1354,9821934775,1,[-55;-55;7],0.9927044510841370,-0.1011673957109451,-0.0650580301880836,0.0083980457857251
1366,9921935275,1,[-56;-56;6],0.9926043748855591,-0.1017587184906006,-0.0656487643718719,0.0084830354899168
1378,10001935650,1,[-56;-56;6],0.9925035834312439,-0.1023499742150307,-0.0662394464015961,0.0085680196061730
1390,10081936075,1,[-55;-55;6],0.9924035072326660,-0.1029332950711250,-0.0668220892548561,0.0086527094244957
1402,10161936475,1,[-55;-55;6],0.9923031330108643,-0.1035139262676239,-0.0674020200967789,0.0087372967973351
1414,10241936875,1,[-56;-56;6],0.9922016263008118,-0.1040970981121063,-0.0679845735430717,0.0088219735771418
1426,10321937550,1,[-56;-56;6],0.9920980334281921,-0.1046880558133125,-0.0685750693082809,0.0089069334790111
1438,10401937975,1,[-56;-56;6],0.9919937849044800,-0.1052789390087128,-0.0691655203700066,0.0089918868616223
1450,10481938375,1,[-56;-56;5],0.9918888211250305,-0.1058691963553429,-0.0697567611932755,0.0090689081698656
1462,10581938875,1,[-56;-56;5],0.9917832016944885,-0.1064591929316521,-0.0703482329845428,0.0091432817280293
1474,10661939275,1,[-57;-57;5],0.9916759729385376,-0.1070543453097343,-0.0709449872374535,0.0092178406193852
1486,10741939675,1,[-57;-57;5],0.9915670156478882,-0.1076546534895897,-0.0715470239520073,0.0092925848439336
1498,10821940075,1,[-57;-57;5],0.9914573431015015,-0.1082548797130585,-0.0721490010619164,0.0093673216179013
1510,10901940475,1,[-58;-58;4],0.9913451075553894,-0.1088647171854973,-0.0727627426385880,0.0094318753108382
1522,10981940875,1,[-58;-58;4],0.9912320971488953,-0.1094744727015495,-0.0733764320611954,0.0094964206218719
1534,11061941275,1,[-58;-58;4],0.9911183118820190,-0.1100841462612152,-0.0739900618791580,0.0095609594136477
1546,11141941675,1,[-58;-58;4],0.9910038113594055,-0.1106937304139137,-0.0746036320924759,0.0096254907548428
1558,11251942225,1,[-58;-58;4],0.9908885359764099,-0.1113032326102257,-0.0752171501517296,0.0096900146454573
1570,11331942625,1,[-58;-58;4],0.9907724857330322,-0.1119126528501511,-0.0758306086063385,0.0097545310854912
1582,11411943025,1,[-58;-58;4],0.9906557202339172,-0.1125219836831093,-0.0764440074563026,0.0098190400749445
1594,11491943425,1,[-59;-59;4],0.9905360937118530,-0.1131416782736778,-0.0770680010318756,0.0098839262500405
1606,11571943825,1,[-59;-59;4],0.9904157519340515,-0.1137612834572792,-0.0776919424533844,0.0099488040432334
