timestamp,q0,q1,q2,q3,roll,pitch,yaw
1511891825,0.99902852,-0.04353741,-0.00671937,0.00116728,4.990,0.775,359.900
1531891925,0.99902852,-0.04353741,-0.00671937,0.00116728,4.990,0.775,359.900
1581892150,0.99902852,-0.04353741,-0.00671937,0.00116728,4.990,0.775,359.900
1601892275,0.99902410,-0.04363779,-0.00672488,0.00116593,5.002,0.776,359.900
1621892375,0.99899465,-0.04421263,-0.00730492,0.00125408,5.067,0.843,359.893
1641892475,0.99899465,-0.04421263,-0.00730492,0.00125408,5.067,0.843,359.893
1661892575,0.99899465,-0.04421263,-0.00730492,0.00125408,5.067,0.843,359.893
1681892675,0.99898980,-0.04432086,-0.00731266,0.00125267,5.080,0.844,359.894
1701892775,0.99896004,-0.04488708,-0.00788416,0.00134856,5.145,0.909,359.886
1721892875,0.99896004,-0.04488708,-0.00788416,0.00134856,5.145,0.909,359.886
1741892975,0.99896004,-0.04488708,-0.00788416,0.00134856,5.145,0.909,359.886
1761893075,0.99895481,-0.04500201,-0.00789263,0.00134692,5.158,0.910,359.887
1781893175,0.99892436,-0.04556757,-0.00846405,0.00144288,5.223,0.976,359.879
1801893275,0.99892436,-0.04556757,-0.00846405,0.00144288,5.223,0.976,359.879
1821893375,0.99892436,-0.04556757,-0.00846405,0.00144288,5.223,0.976,359.879
1841893475,0.99891874,-0.04568924,-0.00847144,0.00144072,5.237,0.977,359.879
1861893575,0.99888717,-0.04626195,-0.00905164,0.00152112,5.302,1.044,359.874
1881893675,0.99888717,-0.04626195,-0.00905164,0.00152112,5.302,1.044,359.874
1901893775,0.99888717,-0.04626195,-0.00905164,0.00152112,5.302,1.044,359.874
1921893875,0.99888109,-0.04639128,-0.00906168,0.00151891,5.317,1.045,359.874
1941893975,0.99884866,-0.04696583,-0.00964455,0.00159416,5.383,1.113,359.869
1961894075,0.99884866,-0.04696583,-0.00964455,0.00159416,5.383,1.113,359.869
1981894175,0.99884866,-0.04696583,-0.00964455,0.00159416,5.383,1.113,359.869
2001894275,0.99884211,-0.04710266,-0.00965612,0.00159172,5.399,1.114,359.870
2021894375,0.99880880,-0.04767910,-0.01024139,0.00166982,5.465,1.181,359.865
2041894475,0.99880880,-0.04767910,-0.01024139,0.00166982,5.465,1.181,359.865
2061894575,0.99880880,-0.04767910,-0.01024139,0.00166982,5.465,1.181,359.865
2081894675,0.99880179,-0.04782284,-0.01025543,0.00166729,5.481,1.183,359.865
2101894775,0.99876726,-0.04840656,-0.01084806,0.00175375,5.548,1.251,359.859
2121894875,0.99876726,-0.04840656,-0.01084806,0.00175375,5.548,1.251,359.859
2141894975,0.99876726,-0.04840656,-0.01084806,0.00175375,5.548,1.251,359.859
2161895075,0.99875973,-0.04855845,-0.01086348,0.00175090,5.565,1.253,359.860
2181895175,0.99872445,-0.04914125,-0.01145596,0.00183746,5.632,1.322,359.854
2221895375,0.99872445,-0.04914125,-0.01145596,0.00183746,5.632,1.322,359.854
2241895475,0.99872445,-0.04914125,-0.01145596,0.00183746,5.632,1.322,359.854
2261895575,0.99871632,-0.04930223,-0.01147371,0.00183437,5.651,1.324,359.855
2281895675,0.99868030,-0.04988390,-0.01206634,0.00191305,5.717,1.392,359.850
2301895775,0.99868030,-0.04988390,-0.01206634,0.00191305,5.717,1.392,359.850
2321895875,0.99868030,-0.04988390,-0.01206634,0.00191305,5.717,1.392,359.850
2341895975,0.99867164,-0.05005234,-0.01208583,0.00190969,5.737,1.394,359.851
2361896075,0.99863487,-0.05063304,-0.01267839,0.00198581,5.803,1.463,359.846
2381896175,0.99863487,-0.05063304,-0.01267839,0.00198581,5.803,1.463,359.846
2401896275,0.99863487,-0.05063304,-0.01267839,0.00198581,5.803,1.463,359.846
2421896375,0.99862561,-0.05080969,-0.01270168,0.00198242,5.823,1.465,359.847
2441896475,0.99858809,-0.05138934,-0.01329384,0.00205864,5.890,1.534,359.843
2461896575,0.99858809,-0.05138934,-0.01329384,0.00205864,5.890,1.534,359.843
2481896675,0.99858809,-0.05138934,-0.01329384,0.00205864,5.890,1.534,359.843
2501896775,0.99857823,-0.05157429,-0.01331850,0.00205483,5.911,1.536,359.844
2521896875,0.99853995,-0.05215281,-0.01391047,0.00213117,5.977,1.605,359.839
2541896975,0.99853995,-0.05215281,-0.01391047,0.00213117,5.977,1.605,359.839
2561897075,0.99853995,-0.05215281,-0.01391047,0.00213117,5.977,1.605,359.839
2581897475,0.99852947,-0.05234623,-0.01393745,0.00212705,6.000,1.608,359.840
2601897575,0.99849043,-0.05292355,-0.01452913,0.00220352,6.066,1.676,359.836
2621897675,0.99849043,-0.05292355,-0.01452913,0.00220352,6.066,1.676,359.836
2641897775,0.99849043,-0.05292355,-0.01452913,0.00220352,6.066,1.676,359.836
2661897875,0.99847931,-0.05312510,-0.01455891,0.00219916,6.089,1.679,359.837
