sample,timestamp,sensor_id,q0,q1,q2,q3
0,131883725,1,0.999999761581421,-0.000479383597849,-0.000479383597849,0.000023969179892
1,211884425,1,0.999998748302460,-0.001113237696700,-0.001113232108764,0.000058591307607
2,311884925,1,0.999997019767761,-0.001731119817123,-0.001731091761030,0.000101203106169
3,391885625,1,0.999994456768036,-0.002349000656977,-0.002348950132728,0.000143814831972
4,471886025,1,0.999991178512573,-0.002966879867017,-0.002966806758195,0.000186426448636
5,551887550,1,0.999987125396729,-0.003584756515920,-0.003584661055356,0.000229037919780
6,631886825,1,0.999982237815857,-0.004207955673337,-0.004207840189338,0.000271649216302
7,711887525,1,0.999976575374603,-0.004836476407945,-0.004836344160140,0.000314260279993
8,791887925,1,0.999970078468323,-0.005464993417263,-0.005464843939990,0.000356871110853
9,871888325,1,0.999962806701660,-0.006093448027968,-0.006093397736549,0.000388829008443
10,1071890350,1,0.999954640865326,-0.006729884073138,-0.006729939486831,0.000420786614995
11,1151889725,1,0.999945580959320,-0.007368976250291,-0.007369139697403,0.000452743872302
12,1231890125,1,0.999936103820801,-0.007986891083419,-0.007986896671355,0.000500679248944
13,1311890825,1,0.999926149845123,-0.008583628572524,-0.008583209477365,0.000564592774026
14,1391891225,1,0.999915540218353,-0.009180359542370,-0.009179516695440,0.000628505949862
15,1471891600,1,0.999904394149780,-0.009766438044608,-0.009765159338713,0.000692418601830
16,1581892150,1,0.999892532825470,-0.010352510958910,-0.010350794531405,0.000756330846343
17,1661892575,1,0.999880254268646,-0.010928042232990,-0.010925652459264,0.000830894336104
18,1741892975,1,0.999867260456085,-0.011503566987813,-0.011500502936542,0.000905457301997
19,1821893375,1,0.999853551387787,-0.012084279209375,-0.012080802582204,0.000969368149526
20,1901893775,1,0.999838948249817,-0.012670177966356,-0.012666550464928,0.001022626878694
21,1981894175,1,0.999823749065399,-0.013256067410111,-0.013252289034426,0.001075884909369
22,2061894575,1,0.999807476997375,-0.013852729462087,-0.013848540373147,0.001139793312177
23,2141894975,1,0.999790549278259,-0.014449381269515,-0.014444781467319,0.001203700900078
24,2241895475,1,0.999772846698761,-0.015045943669975,-0.015041090548038,0.001262282370590
25,2321895875,1,0.999754488468170,-0.015642417594790,-0.015637466683984,0.001315537490882
26,2401896275,1,0.999735414981842,-0.016238879412413,-0.016233833506703,0.001368791796267
27,2481896675,1,0.999715626239777,-0.016835330054164,-0.016830187290907,0.001422045053914
28,2561897075,1,0.999695062637329,-0.017431769520044,-0.017426529899240,0.001475297263823
29,2641897775,1,0.999673306941986,-0.018044145777822,-0.018038857728243,0.001528548542410
30,2721898175,1,0.999650537967682,-0.018661824986339,-0.018656503409147,0.001581798656844
31,2801898575,1,0.999626994132996,-0.019279439002275,-0.019274186342955,0.001632385305129
32,2911899125,1,0.999603152275085,-0.019886255264282,-0.019881341606379,0.001674983883277
33,2991899525,1,0.999578535556793,-0.020493056625128,-0.020488483831286,0.001717581180856
34,3071899950,1,0.999552786350250,-0.021110691130161,-0.021106056869030,0.001770825707354
35,3151900325,1,0.999526202678680,-0.021728308871388,-0.021723613142967,0.001824068953283
36,3231900725,1,0.999498903751373,-0.022345792502165,-0.022341271862388,0.001871986896731
37,3311901125,1,0.999470829963684,-0.022963142022491,-0.022959031164646,0.001914579421282
38,3391901525,1,0.999441981315613,-0.023580472916365,-0.023576771840453,0.001957170665264
39,3491902025,1,0.999411880970001,-0.024208413437009,-0.024205161258578,0.001999760279432
40,3571902425,1,0.999380946159363,-0.024836333468556,-0.024833533912897,0.002042348263785
41,3651902825,1,0.999349236488342,-0.025464033707976,-0.025462083518505,0.002076949924231
42,3821905350,1,0.999316632747650,-0.026094235479832,-0.026093417778611,0.002106226980686
43,3901904075,1,0.999282836914062,-0.026732174679637,-0.026732938364148,0.002127518178895
44,3981904475,1,0.999248206615448,-0.027370093390346,-0.027372438460588,0.002148807514459
45,4061919900,1,0.999214947223663,-0.027969038113952,-0.027971031144261,0.002202029805630
46,4161906175,1,0.999181687831879,-0.028554979711771,-0.028555978089571,0.002265895484015
47,4241906575,1,0.999148011207581,-0.029135745018721,-0.029135415330529,0.002335081575438
48,4321906975,1,0.999113976955414,-0.029711335897446,-0.029709346592426,0.002409588312730
49,4401907375,1,0.999079287052155,-0.030286906287074,-0.030283259227872,0.002484093420208
50,4481907775,1,0.999043285846710,-0.030872749164701,-0.030868140980601,0.002547953510657
51,4561908175,1,0.999006628990173,-0.031458571553230,-0.031453002244234,0.002611811971292
52,4641908575,1,0.998968899250031,-0.032049678266048,-0.032043177634478,0.002675668802112
53,4721908975,1,0.998930156230927,-0.032646071165800,-0.032638665288687,0.002739523537457
54,4821909475,1,0.998890697956085,-0.033242348581553,-0.033234216272831,0.002800716087222
55,4901909875,1,0.998850524425507,-0.033838342875242,-0.033830009400845,0.002853925805539
